Time,T1,T2,U1,U2,SP1,SP2,T1_ff,T2_ff
0,20.949499999999997,20.949499999999997,30.165912518853695,30.165912518853695,50.0,50.0,22.000000000000014,22.000000000000007
5.03,20.949499999999997,20.949499999999997,32.06259426847664,32.06259426847663,50.0,50.0,24.515,24.515000000000004
10.02,21.2718,21.2718,33.94419306184013,33.94419306184012,50.0,50.0,27.010000000000005,27.010000000000005
15.0,21.594099999999997,21.594099999999997,35.82202111613878,35.82202111613876,50.0,50.0,29.5,29.5
20.06,22.238699999999998,22.238699999999998,37.73001508295627,37.73001508295626,50.0,50.0,32.03,32.03
25.06,22.8833,22.8833,39.61538461538463,39.61538461538461,50.0,50.0,34.53,34.53
30.1,23.850199999999997,23.850199999999997,41.5158371040724,41.51583710407239,50.0,50.0,37.05,37.05
35.06,24.494799999999998,24.494799999999998,43.386123680241354,43.386123680241326,50.0,50.0,39.53,39.53
40.13,25.461699999999997,25.461699999999997,45.2978883861237,45.297888386123674,50.0,50.0,42.065,42.065
45.17,26.4286,26.4286,47.19834087481149,47.19834087481147,50.0,50.0,44.585,44.58500000000001
50.02,27.3955,27.3955,49.027149321266975,49.027149321266975,50.0,50.0,47.010000000000005,47.010000000000005
55.24,28.362399999999997,28.362399999999997,50.99547511312218,50.995475113122176,50.0,50.0,49.620000000000005,49.62
60.08,29.6516,29.329299999999996,52.82051282051283,52.82051282051283,50.0,50.0,52.040000000000006,52.04
65.03,30.618499999999997,30.618499999999997,54.68702865761692,54.6870286576169,50.0,50.0,54.51500000000001,54.515
70.3,31.585399999999996,31.9077,56.6742081447964,56.67420814479639,50.0,50.0,57.150000000000006,57.14999999999999
75.03,32.8746,32.8746,58.457767722473626,58.457767722473605,50.0,50.0,59.51500000000001,59.515
80.2,34.163799999999995,34.163799999999995,60.40723981900455,60.40723981900452,50.0,50.0,62.10000000000001,62.1
85.24,35.1307,35.1307,62.30769230769234,62.307692307692314,50.0,50.0,64.62,64.62
90.1,36.4199,36.4199,64.14027149321268,64.14027149321268,50.0,50.0,67.05000000000001,67.05
95.05,37.7091,37.7091,66.00678733031677,66.00678733031675,50.0,50.0,69.525,69.525
100.21,38.9983,38.9983,67.95248868778282,67.95248868778282,50.0,50.0,72.10499999999999,72.10499999999999
105.29,40.287499999999994,40.287499999999994,69.86802413273006,69.86802413273003,50.0,50.0,74.64500000000001,74.64500000000001
110.18,41.2544,41.576699999999995,71.71191553544499,71.71191553544496,50.0,50.0,77.09,77.09
115.09,42.5436,42.5436,73.56334841628963,73.56334841628961,50.0,50.0,79.54500000000002,79.545
120.29,44.1551,44.1551,75.52413273001513,75.5241327300151,50.0,50.0,82.14500000000001,82.14500000000001
125.11,45.4443,45.4443,77.34162895927605,77.34162895927605,50.0,50.0,84.555,84.555
130.02,46.7335,46.7335,79.19306184012066,79.19306184012066,50.0,50.0,87.01,87.01
135.09,48.02269999999999,48.02269999999999,81.10482654600304,81.10482654600303,50.0,50.0,89.545,89.545
140.11,49.311899999999994,49.311899999999994,82.9977375565611,82.9977375565611,50.0,50.0,92.055,92.055
145.05,50.601099999999995,50.601099999999995,84.46455505279039,84.46455505279036,50.0,50.0,94.0,94.0
150.19,51.890299999999996,52.212599999999995,84.46455505279039,84.46455505279036,50.0,50.0,94.0,94.0
155.24,53.501799999999996,53.501799999999996,84.46455505279039,84.46455505279036,50.0,50.0,94.0,94.0
160.15,54.791,54.791,84.46455505279039,84.46455505279036,50.0,50.0,94.0,94.0
165.08,56.0802,56.0802,84.46455505279039,84.46455505279036,50.0,50.0,94.0,94.0
170.11,57.3694,57.3694,84.46455505279039,84.46455505279036,50.0,50.0,94.0,94.0
175.25,58.65859999999999,58.65859999999999,84.46455505279039,84.46455505279036,50.0,50.0,94.0,94.0
180.23,59.947799999999994,59.947799999999994,84.46455505279039,84.46455505279036,50.0,50.0,94.0,94.0
185.01,61.236999999999995,61.236999999999995,84.46455505279039,84.46455505279036,50.0,50.0,94.0,94.0
190.25,62.526199999999996,62.526199999999996,84.46455505279039,84.46455505279036,50.0,50.0,94.0,94.0
195.27,63.8154,63.8154,84.46455505279039,84.46455505279036,50.0,50.0,94.0,94.0
200.17,64.78229999999999,64.78229999999999,84.46455505279039,84.46455505279036,50.0,50.0,94.0,94.0
205.24,65.7492,65.7492,83.99698340874816,83.99698340874812,50.0,50.0,93.38,93.38
210.3,66.7161,67.0384,82.08898944193064,82.08898944193062,50.0,50.0,90.85,90.85
215.09,68.00529999999999,67.68299999999999,80.2828054298643,80.28280542986425,50.0,50.0,88.455,88.455
220.21,68.64989999999999,68.9722,78.35218702865764,78.35218702865764,50.0,50.0,85.89500000000001,85.895
225.12,69.6168,69.6168,76.50075414781301,76.50075414781297,50.0,50.0,83.44000000000001,83.44
230.03,70.5837,70.5837,74.64932126696836,74.64932126696834,50.0,50.0,80.98500000000001,80.985
235.03,71.22829999999999,71.22829999999999,72.76395173454002,72.76395173453999,50.0,50.0,78.48500000000001,78.485
240.1,71.8729,71.8729,70.85218702865764,70.85218702865764,50.0,50.0,75.95000000000002,75.95
245.09,72.5175,72.5175,68.97058823529416,68.97058823529412,50.0,50.0,73.45500000000001,73.455
250.13,73.1621,73.1621,6.738310708898981,6.738310708898947,50.0,50.0,70.935,70.935
255.04,73.4844,73.4844,4.886877828054317,4.88687782805431,50.0,50.0,68.48000000000002,68.48
260.02,73.1621,73.1621,3.009049773755683,3.0090497737556694,50.0,50.0,65.99000000000001,65.99000000000001
265.05,72.8398,72.8398,1.5082956259426994,1.5082956259426927,50.0,50.0,64.0,63.99999999999999
270.05,71.8729,71.8729,1.5082956259426994,1.5082956259426927,50.0,50.0,64.0,63.99999999999999
275.12,70.90599999999999,70.90599999999999,1.5082956259426994,1.5082956259426927,50.0,50.0,64.0,63.99999999999999
280.09,69.9391,69.9391,1.5082956259426994,1.5082956259426927,50.0,50.0,64.0,63.99999999999999
285.26,68.64989999999999,68.64989999999999,1.5082956259426994,1.5082956259426927,50.0,50.0,64.0,63.99999999999999
290.0,67.3607,67.3607,1.5082956259426994,1.5082956259426927,50.0,50.0,64.0,63.99999999999999
295.25,66.0715,66.0715,1.5082956259426994,1.5082956259426927,50.0,50.0,64.0,63.99999999999999
300.2,64.78229999999999,64.78229999999999,1.5082956259426994,1.5082956259426927,50.0,50.0,64.0,63.99999999999999
305.23,63.4931,63.4931,1.5082956259426994,1.5082956259426927,50.0,50.0,64.0,63.99999999999999
310.15,62.2039,62.2039,61.8401206636501,61.84012066365009,50.0,50.0,64.0,63.99999999999999
315.18,61.236999999999995,61.236999999999995,61.8401206636501,61.84012066365009,50.0,50.0,64.0,63.99999999999999
320.19,60.27009999999999,60.27009999999999,61.8401206636501,61.84012066365009,50.0,50.0,64.0,63.99999999999999
325.03,59.947799999999994,59.947799999999994,62.22850678733034,62.22850678733032,50.0,50.0,64.51499999999999,64.51499999999999
